COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
HISP 243,1,Survey of Lat Amer Lit&Cult1,12/12/2019,9:00,GYM,Fieldhouse,43-44,AAA,ZZZ
HIST 202,1,Survey: Canada to 1867,12/18/2019,14:00,TAKE,HOME,,AAA,ZZZ
HIST 205,1,Ancient Mediterranean History,12/12/2019,18:30,GYM,Fieldhouse,18-23,AAA,ZZZ
HIST 208,1,Intro to East Asian History,12/19/2019,14:00,GYM,Studio 1,1-7,AAA,ZZZ
HIST 211,1,American History to 1865,12/12/2019,14:00,GYM,main gym,23-29,AAA,ZZZ
HIST 216,1,Intro to Russian History,12/11/2019,9:00,GYM,Fieldhouse,1-6,AAA,ZZZ
HIST 223,2,Indigenous Peoples and Empires,12/6/2019,14:00,GYM,Fieldhouse,21-25,AAA,ZZZ
HIST 226,1,E Central &SE Europe in 20th C,12/19/2019,9:00,GYM,Fieldhouse,1-3,AAA,ZZZ
HIST 249,1,Health&the Healer in West Hist,12/13/2019,18:30,TAKE,HOME,,AAA,ZZZ
HIST 292,1,History and the Environment,12/6/2019,14:00,ENGTR,1090,,AAA,ZZZ
HIST 298,1,Topics in History,12/17/2019,14:00,GYM,main gym,20-23,AAA,ZZZ
HIST 301,1,U.S. Mass Media,12/6/2019,18:30,TAKE,HOME,,AAA,ZZZ
HIST 302,1,IR History 1: 1750-1950,12/5/2019,14:00,TAKE,HOME,,AAA,ZZZ
HIST 309,1,Hist of Latin America to 1825,12/5/2019,9:00,TAKE,HOME,,AAA,ZZZ
HIST 315,1,Themes in World History,12/16/2019,18:30,GYM,main gym,39-42,AAA,ZZZ
HIST 315,2,Themes in World History,12/16/2019,18:30,GYM,main gym,43-44,AAA,ZZZ
HIST 333,1,Indigenous Peoples & French,12/20/2019,14:00,TAKE,HOME,,AAA,ZZZ
HIST 335,1,Science and Medicine in Canada,12/19/2019,14:00,GYM,main gym,33-35,AAA,ZZZ
HIST 345,1,Hist of Italian Renaissance,12/10/2019,14:00,GYM,main gym,40-43,AAA,ZZZ
HIST 349,1,Greece: From Ottoman to the EU,12/12/2019,14:00,TAKE,HOME,,AAA,ZZZ
HIST 368,1,Greek Hist: Classical Period,12/20/2019,9:00,GYM,main gym,34-37,AAA,ZZZ
HIST 387,1,The First World War,12/9/2019,14:00,GYM,Studio 1,1-5,AAA,ZZZ
HIST 393,1,Civil War and Reconstruction,12/13/2019,14:00,GYM,Studio 1,1-6,AAA,MIL
HIST 393,1,Civil War and Reconstruction,12/13/2019,14:00,GYM,Studio 2,1-5,MIT,ZZZ
INDG 200,1,Intro. to Indigenous Studies,12/9/2019,9:00,GYM,Studio 1,1-7,AAA,ZZZ
INDG 202,1,Topics in Indigenous Studies 1,12/12/2019,9:00,FERRIER,105,,AAA,ZZZ
INDR 294,1,Intro to Labour-Mgmt Relations,12/17/2019,14:00,GYM,Fieldhouse,41-42,AAA,ZZZ
INDR 459,1,Comparative Employ. Relations,12/11/2019,14:00,GYM,main gym,30-31,AAA,ZZZ
INDR 492,1,Globalization & Labour Policy,12/9/2019,14:00,GYM,main gym,37-39,AAA,ZZZ
INSY 333,1,Systems Analysis & Modelling,12/19/2019,14:00,GYM,Fieldhouse,5-6,AAA,ZZZ
INSY 336,1,DataHandl&Coding for Analytics,12/9/2019,18:30,BRONF/ARMST,205/075,,AAA,ZZZ
INSY 341,1,Developing Business Apps,12/13/2019,14:00,ARMST,060,,AAA,ZZZ
INSY 432,71,Digital Business Models,12/11/2019,9:00,GYM,main gym,36-38,AAA,ZZZ
INSY 440,51,E-Business,12/17/2019,18:30,GYM,Fieldhouse,16,AAA,ZZZ
INSY 450,1,IS Project Management,12/5/2019,14:00,GYM,main gym,41-43,AAA,ZZZ
INSY 661,75,Data and Dist Sys for Analytics,9-Dec,9:00,ARMST,260,,AAA,ZZZ
INSY 662,75,Data Mining and Visualization,6-Dec,9:00,BRONFMAN,205,,AAA,ZZZ
INTD 200,1,Intro to Int'l Development,12/12/2019,9:00,TAKE,HOME,,AAA,ZZZ
INTD 350,1,Culture and Development,12/13/2019,9:00,TAKE,HOME,,AAA,ZZZ
INTD 397,1,Topics in Int'l Development,12/13/2019,14:00,GYM,main gym,38-41,AAA,ZZZ
INTG 201,61,Integrated Mgmt Essentials 1,12/9/2019,9:00,GYM,BLEACHERS,1-5,AAA,ZZZ
ISLA 200,1,Islamic Civilization,12/16/2019,9:00,TAKE,HOME,,AAA,ZZZ
ISLA 300,1,Special Topics 7,12/12/2019,14:00,TAKE,HOME,,AAA,ZZZ
ISLA 380,1,Islamic Philosophy & Theology,12/20/2019,14:00,TAKE,HOME,,AAA,ZZZ
ISLA 521D1,1,Introductory Arabic,12/10/2019,18:30,GYM,Fieldhouse,45-46,AAA,ZZZ
ISLA 521D1,2,Introductory Arabic,12/10/2019,18:30,GYM,Fieldhouse,45-46,AAA,ZZZ
ISLA 521D1,3,Introductory Arabic,12/10/2019,18:30,GYM,Fieldhouse,45-46,AAA,ZZZ
ISLA 522D1,1,Lower Intermediate Arabic,12/6/2019,9:00,GYM,Fieldhouse,30,AAA,ZZZ
ISLA 522D1,2,Lower Intermediate Arabic,12/6/2019,9:00,GYM,Fieldhouse,30,AAA,ZZZ
ISLA 523D1,1,Higher Intermediate Arabic,12/10/2019,14:00,ARTS,260,,AAA,ZZZ
ISLA 524,1,Advanced Arabic 1,12/11/2019,14:00,BURN,1B23,,AAA,ZZZ
ISLA 532D1,1,Introductory Turkish,12/6/2019,9:00,MOR,328,,AAA,ZZZ
ISLA 533D1,1,Lower Intermediate Turkish,12/18/2019,9:00,MOR,328,,AAA,ZZZ
ISLA 534D1,1,Higher Intermediate Turkish,12/11/2019,14:00,MOR,328,,AAA,ZZZ
ISLA 541D1,1,Introductory Persian,12/6/2019,14:00,ARTS,W-20,,AAA,ZZZ
ISLA 542D1,1,Lower Intermediate Persian,12/9/2019,14:00,ARTS,W-20,,AAA,ZZZ
ISLA 543,1,Upper Intermediate Persian 1,12/18/2019,9:00,ARTS,W-20,,AAA,ZZZ
ITAL 206,1,Beginners Italian Intensive,12/19/2019,14:00,GYM,305,1-5,AAA,ZZZ
ITAL 206,2,Beginners Italian Intensive,12/19/2019,14:00,GYM,305,1-5,AAA,ZZZ
ITAL 216,1,Intermediate Italian Intensive,12/16/2019,9:00,SH688,495,,AAA,ZZZ
LING 201,1,Introduction to Linguistics,12/17/2019,18:30,GYM,Fieldhouse,29-36,AAA,ZZZ
LING 260,1,Meaning in Language,12/12/2019,9:00,GYM,Fieldhouse,19-20,AAA,ZZZ
LING 330,1,Phonetics,12/16/2019,14:00,GYM,Fieldhouse,44-46,AAA,ZZZ
LING 331,1,Phonology 1,12/10/2019,18:30,GYM,Fieldhouse,1-3,AAA,ZZZ
LING 360,1,Introduction to Semantics,12/13/2019,9:00,MAASS,112,,AAA,ZZZ
LING 371,1,Syntax 1,12/9/2019,9:00,GYM,main gym,38-41,AAA,ZZZ
LING 461,1,Formal Methods in Linguistics,12/19/2019,9:00,PE1085,002,,AAA,ZZZ
LLCU 199,1,FYS: Literary Animals,12/12/2019,18:30,TAKE,HOME,,AAA,ZZZ
LSCI 204,1,Genetics,12/20/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
LSCI 211,1,Biochemistry 1,12/12/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
MATH 122,1,Calculus for Management,12/9/2019,18:30,GYM,Studio 1,1-7,AAA,McF
MATH 122,1,Calculus for Management,12/9/2019,18:30,GYM,Studio 2,1-7,MEH,ZZZ
MATH 123,1,Linear Algebra and Probability,12/11/2019,14:00,GYM,main gym,32-37,AAA,ZZZ
MATH 125,1,Math.Techniques for Economics,12/20/2019,9:00,GYM,main gym,43-44,AAA,ZZZ
MATH 133,1,Linear Algebra and Geometry,12/5/2019,18:30,GYM,Fieldhouse,1-40,AAA,ZZZ
MATH 133,2,Linear Algebra and Geometry,12/5/2019,18:30,GYM,Fieldhouse,1-40,AAA,ZZZ
MATH 133,3,Linear Algebra and Geometry,12/5/2019,18:30,GYM,Fieldhouse,1-40,AAA,ZZZ
MATH 133,4,Linear Algebra and Geometry,12/5/2019,18:30,GYM,Fieldhouse,1-40,AAA,ZZZ
MATH 139,1,Calculus 1 with Precalculus,12/11/2019,14:00,GYM,Fieldhouse,39-46,AAA,ZZZ
MATH 140,1,Calculus 1,12/10/2019,14:00,GYM,Fieldhouse,1-35,AAA,ZZZ
MATH 140,2,Calculus 1,12/10/2019,14:00,GYM,Fieldhouse,1-35,AAA,ZZZ
MATH 140,3,Calculus 1,12/10/2019,14:00,GYM,Fieldhouse,1-35,AAA,ZZZ
MATH 141,1,Calculus 2,12/11/2019,14:00,GYM,Fieldhouse,1-17,AAA,ZZZ
MATH 141,2,Calculus 2,12/11/2019,14:00,GYM,Fieldhouse,1-17,AAA,ZZZ
MATH 150,1,Calculus A,12/12/2019,14:00,GYM,main gym,13-16,AAA,ZZZ
MATH 180,1,The Art of Mathematics,12/5/2019,14:00,GYM,Fieldhouse,1-8,AAA,ZZZ
MATH 203,1,Principles of Statistics 1,12/6/2019,14:00,GYM,Fieldhouse,1-15,AAA,ZZZ
MATH 203,2,Principles of Statistics 1,12/6/2019,14:00,GYM,Fieldhouse,1-15,AAA,ZZZ
MATH 208,1,Intro to Statistical Computing,12/6/2019,9:00,GYM,main gym,24-28,AAA,ZZZ
MATH 222,1,Calculus 3,12/12/2019,18:30,GYM,Fieldhouse,1-17,AAA,ZZZ
MATH 222,2,Calculus 3,12/12/2019,18:30,GYM,Fieldhouse,1-17,AAA,ZZZ
MATH 223,1,Linear Algebra,12/10/2019,14:00,GYM,Fieldhouse,36-46,AAA,ZZZ
MATH 223,2,Linear Algebra,12/10/2019,14:00,GYM,Fieldhouse,36-46,AAA,ZZZ
MATH 228,1,Classical Geometry,12/18/2019,9:00,GYM,main gym,30-32,AAA,ZZZ
MATH 235,1,Algebra 1,12/13/2019,14:00,GYM,Fieldhouse,1-14,AAA,ZZZ
MATH 240,1,Discrete Structures,12/19/2019,14:00,GYM,Fieldhouse,7-22,AAA,ZZZ
MATH 240,2,Discrete Structures,12/19/2019,14:00,GYM,Fieldhouse,7-22,AAA,ZZZ
MATH 242,1,Analysis 1,12/19/2019,14:00,GYM,Fieldhouse,29-35,AAA,ZZZ
MATH 248,1,Honours Vector Calculus,12/5/2019,9:00,GYM,Fieldhouse,36-38,AAA,ZZZ
MATH 254,1,Honours Analysis 1,12/10/2019,18:30,GYM,main gym,14-23,AAA,ZZZ
MATH 262,1,Intermediate Calculus,12/10/2019,14:00,GYM,main gym,5-39,AAA,ZZZ
MATH 262,2,Intermediate Calculus,12/10/2019,14:00,GYM,main gym,5-39,AAA,ZZZ
MATH 262,3,Intermediate Calculus,12/10/2019,14:00,GYM,main gym,5-39,AAA,ZZZ
MATH 263,1,ODEs for Engineers,12/18/2019,14:00,GYM,Fieldhouse,30-43,AAA,ZZZ
MATH 263,2,ODEs for Engineers,12/18/2019,14:00,GYM,Fieldhouse,30-43,AAA,ZZZ
MATH 264,1,Adv Calculus for Engineers,12/16/2019,18:30,GYM,Fieldhouse,5-10,AAA,ZZZ
MATH 271,1,Linear Algebra and PDE's,12/16/2019,18:30,GYM,Fieldhouse,40-46,AAA,ZZZ
MATH 314,1,Advanced Calculus,12/9/2019,9:00,GYM,Fieldhouse,42-46,AAA,ZZZ
MATH 315,1,Ordinary Differential Eqns,12/5/2019,18:30,GYM,Fieldhouse,41-46,AAA,ZZZ
MATH 316,1,Complex Variables,12/11/2019,14:00,GYM,main gym,41-45,AAA,ZZZ
MATH 317,1,Numerical Analysis,12/17/2019,9:00,GYM,main gym,38-42,AAA,ZZZ
MATH 318,1,Mathematical Logic,12/13/2019,14:00,GYM,305,1-7,AAA,MAR
MATH 318,1,Mathematical Logic,12/13/2019,14:00,GYM,408,1-7,MAT,ZZZ
MATH 323,1,Probability,12/20/2019,9:00,GYM,main gym,6-25,AAA,ZZZ
MATH 323,2,Probability,12/20/2019,9:00,GYM,main gym,6-25,AAA,ZZZ
MATH 324,1,Statistics,12/6/2019,14:00,GYM,Fieldhouse,35-39,AAA,ZZZ
MATH 326,1,Nonlinear Dynamics and Chaos,12/10/2019,9:00,GYM,main gym,38-43,AAA,ZZZ
MATH 338,1,History & Philosophy of Math,12/13/2019,9:00,GYM,main gym,1-14,AAA,ZZZ
MATH 348,1,Euclidean Geometry,12/12/2019,14:00,GYM,Fieldhouse,10,AAA,ZZZ
MATH 350,1,Honours Discrete Mathematics,12/6/2019,14:00,GYM,Fieldhouse,45-46,AAA,ZZZ
MATH 356,1,Honours Probability,12/20/2019,9:00,GYM,Fieldhouse,44-46,AAA,ZZZ
MATH 376,1,Honours Nonlinear Dynamics,12/10/2019,9:00,GYM,main gym,38-43,AAA,ZZZ
MATH 398,1,Honours Euclidean Geometry,12/12/2019,14:00,GYM,Fieldhouse,10,AAA,ZZZ
MATH 417,1,Linear Optimization,12/20/2019,9:00,GYM,main gym,38-39,AAA,ZZZ
MATH 423,1,Regression&Anal of Variance,12/18/2019,14:00,ENGTR,0070,,AAA,GEO
MATH 423,1,Regression&Anal of Variance,12/18/2019,14:00,ENGTR,0100,,GRA,ZZZ
MATH 427,1,Statistical Quality Control,12/9/2019,9:00,BURN,306,,AAA,ZZZ
MATH 454,1,Honours Analysis 3,12/17/2019,14:00,GYM,Fieldhouse,43-45,AAA,ZZZ
MATH 456,1,Honours Algebra 3,12/12/2019,9:00,GYM,Fieldhouse,28-29,AAA,ZZZ
MATH 466,1,Honours Complex Analysis,12/5/2019,9:00,BURN,920,,AAA,ZZZ
MATH 475,1,Honours PDE's,12/19/2019,9:00,GYM,Fieldhouse,4-6,AAA,ZZZ
MATH 517,1,Honours Linear Optimization,12/20/2019,9:00,GYM,main gym,38-39,AAA,ZZZ
MATH 533,1,Honours Regression and ANOVA,12/18/2019,14:00,ENGTR,0060,,AAA,ZZZ
MATH 553,1,Algorithmic Game Theory,12/9/2019,9:00,GYM,main gym,34-37,AAA,ZZZ
MATH 556,1,Mathematical Statistics 1,12/17/2019,14:00,GYM,main gym,24-26,AAA,ZZZ
MATH 564,1,Advanced Real Analysis 1,12/10/2019,9:00,TAKE,HOME,,AAA,ZZZ
MATH 570,1,Higher Algebra 1,12/6/2019,14:00,BURN,1205,,AAA,ZZZ
MATH 576,1,Geometry & Topology 1,12/9/2019,14:00,GYM,main gym,35-36,AAA,ZZZ
MATH 580,1,Partial Differential Equat's 1,12/18/2019,14:00,BURN,920,,AAA,ZZZ
MATH 587,1,Advanced Probability Theory 1,12/20/2019,9:00,BURN,306,,AAA,ZZZ
MECH 210,1,Mechanics 1,12/19/2019,14:00,GYM,Fieldhouse,40-46,AAA,ZZZ
MECH 210,2,Mechanics 1,12/19/2019,14:00,GYM,Fieldhouse,40-46,AAA,ZZZ
MECH 210,3,Mechanics 1,12/19/2019,14:00,GYM,Fieldhouse,40-46,AAA,ZZZ
MECH 210,8,Mechanics 1,12/19/2019,14:00,GYM,Fieldhouse,40-46,AAA,ZZZ
MECH 220,1,Mechanics 2,12/12/2019,9:00,GYM,Fieldhouse,8-10,AAA,ZZZ
MECH 240,1,Thermodynamics 1,12/5/2019,14:00,GYM,Studio 1,1-6,AAA,ZZZ
MECH 261,1,Measurement Laboratory,12/12/2019,9:00,GYM,main gym,37-43,AAA,ZZZ
MECH 262,1,Statistics and Measurement Lab,12/12/2019,9:00,GYM,main gym,37-43,AAA,ZZZ
MECH 309,1,Numerical Methods in Mech Eng,12/16/2019,18:30,GYM,BLEACHERS,1-3,AAA,ZZZ
MECH 314,1,Dynamics of Mechanisms,12/19/2019,9:00,GYM,main gym,22-27,AAA,ZZZ
MECH 315,1,Mechanics 3,12/12/2019,14:00,GYM,main gym,17-19,AAA,ZZZ
MECH 321,1,Mechanics of Deformable Solids,12/11/2019,9:00,GYM,main gym,39-43,AAA,ZZZ
MECH 331,1,Fluid Mechanics 1,12/10/2019,18:30,GYM,BLEACHERS,1-5,AAA,ZZZ
MECH 341,1,Thermodynamics 2,12/9/2019,18:30,GYM,main gym,39-44,AAA,ZZZ
MECH 346,1,Heat Transfer,12/10/2019,18:30,GYM,main gym,38-43,AAA,ZZZ
MECH 360,1,Principles of Manufacturing,12/6/2019,9:00,GYM,Fieldhouse,31-32,AAA,ZZZ
MECH 383,1,Appl Electronics&Instrumentn,12/18/2019,9:00,GYM,Fieldhouse,40-43,AAA,ZZZ
MECH 412,1,System Dynamics and Control,12/17/2019,18:30,GYM,Fieldhouse,17-19,AAA,ZZZ
MECH 430,1,Fluid Mechanics 2,12/5/2019,14:00,GYM,Fieldhouse,42-44,AAA,ZZZ
MECH 530,1,Mech of Composite Materials,12/19/2019,14:00,GYM,main gym,36-38,AAA,ZZZ
MECH 530,2,Mech of Composite Materials,12/19/2019,14:00,GYM,main gym,36-38,AAA,ZZZ
MECH 533,1,Subsonic Aerodynamics,12/10/2019,9:00,GYM,Fieldhouse,41,AAA,ZZZ
MECH 533,2,Subsonic Aerodynamics,12/10/2019,9:00,GYM,Fieldhouse,41,AAA,ZZZ
MECH 535,1,Turbomachinery and Propulsion,12/16/2019,14:00,GYM,BLEACHERS,1-2,AAA,ZZZ
MECH 535,2,Turbomachinery and Propulsion,12/16/2019,14:00,GYM,BLEACHERS,1-2,AAA,ZZZ
MECH 542,1,Spacecraft Dynamics,12/18/2019,9:00,GYM,main gym,36-38,AAA,ZZZ
MECH 542,2,Spacecraft Dynamics,12/18/2019,9:00,GYM,main gym,36-38,AAA,ZZZ
MECH 553,1,Design & Manuf of Microdevices,12/10/2019,14:00,ENGTR,0060,,AAA,ZZZ
MECH 553,2,Design & Manuf of Microdevices,12/10/2019,14:00,ENGTR,0060,,AAA,ZZZ
MECH 572,1,Introduction to Robotics,12/6/2019,9:00,GYM,main gym,29-30,AAA,ZZZ
MECH 572,2,Introduction to Robotics,12/6/2019,9:00,GYM,main gym,29-30,AAA,ZZZ
MGCR 211,1,Intro to Financial Accounting,12/9/2019,9:00,GYM,Fieldhouse,12-19,AAA,ZZZ
MGCR 211,2,Intro to Financial Accounting,12/9/2019,9:00,GYM,Fieldhouse,12-19,AAA,ZZZ
MGCR 211,3,Intro to Financial Accounting,12/9/2019,9:00,GYM,Fieldhouse,12-19,AAA,ZZZ
MGCR 211,4,Intro to Financial Accounting,12/9/2019,9:00,GYM,Fieldhouse,20-26,AAA,ZZZ
MGCR 211,5,Intro to Financial Accounting,12/9/2019,9:00,GYM,Fieldhouse,20-26,AAA,ZZZ
MGCR 211,6,Intro to Financial Accounting,12/9/2019,9:00,GYM,Fieldhouse,20-26,AAA,ZZZ
MGCR 211,7,Intro to Financial Accounting,12/9/2019,9:00,GYM,Fieldhouse,7-11,AAA,ZZZ
MGCR 211,51,Intro to Financial Accounting,12/9/2019,9:00,GYM,Fieldhouse,7-11,AAA,ZZZ
MGCR 222,1,Intro to Org Behaviour,12/12/2019,18:30,GYM,main gym,18-26,AAA,ZZZ
MGCR 222,2,Intro to Org Behaviour,12/12/2019,18:30,GYM,main gym,3-13,AAA,ZZZ
MGCR 222,3,Intro to Org Behaviour,12/12/2019,18:30,GYM,main gym,3-13,AAA,ZZZ
MGCR 222,4,Intro to Org Behaviour,12/12/2019,18:30,GYM,main gym,14-17,AAA,ZZZ
MGCR 222,5,Intro to Org Behaviour,12/12/2019,18:30,GYM,main gym,3-13,AAA,ZZZ
MGCR 222,6,Intro to Org Behaviour,12/12/2019,18:30,GYM,main gym,27-31,AAA,ZZZ
MGCR 222,7,Intro to Org Behaviour,12/12/2019,18:30,GYM,main gym,18-26,AAA,ZZZ
MGCR 271,1,Business Statistics,12/5/2019,9:00,GYM,main gym,3-12,AAA,ZZZ
MGCR 271,2,Business Statistics,12/5/2019,9:00,GYM,main gym,3-12,AAA,ZZZ
MGCR 271,3,Business Statistics,12/5/2019,9:00,GYM,main gym,13-17,AAA,ZZZ
MGCR 271,4,Business Statistics,12/5/2019,9:00,GYM,main gym,18-27,AAA,ZZZ
MGCR 271,5,Business Statistics,12/5/2019,9:00,GYM,main gym,28-32,AAA,ZZZ
MGCR 271,6,Business Statistics,12/5/2019,9:00,GYM,main gym,18-27,AAA,ZZZ
MGCR 293,1,Managerial Economics,12/18/2019,14:00,GYM,main gym,15-29,AAA,ZZZ
MGCR 293,2,Managerial Economics,12/18/2019,14:00,GYM,main gym,30-44,AAA,ZZZ
MGCR 293,3,Managerial Economics,12/18/2019,14:00,GYM,main gym,15-29,AAA,ZZZ
MGCR 293,4,Managerial Economics,12/18/2019,14:00,GYM,main gym,15-29,AAA,ZZZ
MGCR 293,5,Managerial Economics,12/18/2019,14:00,GYM,main gym,30-44,AAA,ZZZ
MGCR 293,6,Managerial Economics,12/18/2019,14:00,GYM,305,1-7,AAA,LAS
MGCR 293,6,Managerial Economics,12/18/2019,14:00,GYM,408,1-7,LAV,ZZZ
MGCR 331,1,Information Systems,12/6/2019,14:00,GYM,main gym,6-21,AAA,ZZZ
MGCR 331,2,Information Systems,12/6/2019,14:00,GYM,main gym,6-21,AAA,ZZZ
MGCR 331,3,Information Systems,12/6/2019,14:00,GYM,main gym,6-21,AAA,ZZZ
MGCR 331,81,Information Systems,12/6/2019,14:00,GYM,main gym,3-5,AAA,ZZZ
MGCR 341,1,Introduction to Finance,12/17/2019,14:00,GYM,Fieldhouse,24-32,AAA,ZZZ
MGCR 341,2,Introduction to Finance,12/17/2019,14:00,GYM,Fieldhouse,24-32,AAA,ZZZ
MGCR 352,1,Principles of Marketing,12/19/2019,14:00,GYM,main gym,8-16,AAA,ZZZ
MGCR 352,2,Principles of Marketing,12/19/2019,14:00,GYM,main gym,8-16,AAA,ZZZ
MGCR 352,3,Principles of Marketing,12/19/2019,14:00,GYM,main gym,8-16,AAA,ZZZ
MGCR 352,4,Principles of Marketing,12/19/2019,14:00,GYM,main gym,17-28,AAA,ZZZ
MGCR 352,5,Principles of Marketing,12/19/2019,14:00,GYM,main gym,17-28,AAA,ZZZ
MGCR 352,6,Principles of Marketing,12/19/2019,14:00,GYM,main gym,17-28,AAA,ZZZ
MGCR 352,7,Principles of Marketing,12/19/2019,14:00,GYM,main gym,29-32,AAA,ZZZ
MGCR 382,1,International Business,12/10/2019,18:30,GYM,Fieldhouse,14-26,AAA,ZZZ
MGCR 382,2,International Business,12/10/2019,18:30,GYM,Fieldhouse,14-26,AAA,ZZZ
MGCR 423,1,Strategic Management,12/16/2019,14:00,GYM,main gym,26-32,AAA,ZZZ
MGCR 423,2,Strategic Management,12/16/2019,14:00,GYM,main gym,26-32,AAA,ZZZ
MGCR 423,3,Strategic Management,12/16/2019,14:00,GYM,main gym,33-36,AAA,ZZZ
MGCR 423,4,Strategic Management,12/16/2019,14:00,GYM,main gym,37-39,AAA,ZZZ
MGCR 423,5,Strategic Management,12/16/2019,14:00,GYM,main gym,40-45,AAA,ZZZ
MGCR 423,51,Strategic Management,12/16/2019,14:00,GYM,main gym,40-45,AAA,ZZZ
MGCR 472,1,Operations Management,12/13/2019,9:00,GYM,Studio 1,1-7,AAA,LOR
MGCR 472,1,Operations Management,12/13/2019,9:00,GYM,Studio 2,1-7,LOW,ZZZ
MGCR 472,2,Operations Management,12/13/2019,9:00,GYM,Studio 1,1-7,AAA,LOR
MGCR 472,2,Operations Management,12/13/2019,9:00,GYM,Studio 2,1-7,LOW,ZZZ
MGCR 472,3,Operations Management,12/13/2019,9:00,GYM,Studio 1,1-7,AAA,LOR
MGCR 472,3,Operations Management,12/13/2019,9:00,GYM,Studio 2,1-7,LOW,ZZZ
MGCR 653,1,Markets and Globalization,13-Dec,13:00,ARMST,065,,AAA,ZZZ
MGCR 653,2,Markets and Globalization,13-Dec,13:00,ARMST,065,,AAA,ZZZ
MGPO 362,1,Fundls of Entrepreneurship,12/9/2019,14:00,GYM,Fieldhouse,41-46,AAA,ZZZ
MGPO 362,2,Fundls of Entrepreneurship,12/9/2019,14:00,GYM,Fieldhouse,41-46,AAA,ZZZ
MGPO 362,3,Fundls of Entrepreneurship,12/9/2019,14:00,GYM,Fieldhouse,39-40,AAA,ZZZ
MGPO 362,61,Fundls of Entrepreneurship,12/9/2019,14:00,GYM,Fieldhouse,41-46,AAA,ZZZ
